Brand,Model_Year,Fuel_Type,Transmission,Kilometers_Driven,Mileage_kmpl,Engine_CC,Owner_Type,Seats,Price_Lakh
Hyundai,2019,Diesel,Automatic,94719,11.6,1850,Second,6,6.47
Mahindra,2013,Petrol,Automatic,144876,16.5,1599,First,7,6.31
Maruti,2023,Petrol,Manual,5595,24.6,2592,Third,5,10.58
Mahindra,2023,Petrol,Manual,34592,10.6,2163,Third,6,12.81
Honda,2016,CNG,Automatic,45643,14.7,2365,Second,4,10.82
Toyota,2009,Electric,Automatic,67665,14.7,800,Third,6,10.12
Maruti,2014,Diesel,Automatic,156895,19.5,1819,First,5,3.77
Honda,2021,Petrol,Manual,10972,11.6,2084,First,6,12.32
Hyundai,2009,Electric,Automatic,20882,19.4,862,Third,6,4.94
Maruti,2020,Electric,Manual,159841,11.4,2669,First,7,3.58
Honda,2011,CNG,Automatic,30020,11.4,951,Third,7,10.66
Hyundai,2013,Diesel,Automatic,178820,20.9,1443,First,4,3.21
Mahindra,2007,CNG,Manual,107621,14.9,1425,Third,7,6.22
Toyota,2019,Electric,Manual,90374,24.7,1016,Third,6,11.99
Hyundai,2020,Electric,Manual,49912,10.6,995,Third,7,5.52
Tata,2022,Electric,Automatic,17879,16.7,1814,First,5,10.25
Hyundai,2018,CNG,Automatic,38798,11.7,2321,Third,6,8.91
Hyundai,2007,Diesel,Automatic,112791,15.3,2378,Third,6,5.24
Toyota,2016,Petrol,Manual,182145,25.0,1880,Second,6,10.44
Tata,2013,CNG,Automatic,80791,23.3,2327,Second,5,6.46
Honda,2011,Electric,Manual,71983,10.7,1521,Third,6,9.61
Honda,2013,CNG,Manual,179077,18.4,2407,Second,7,9.08
Hyundai,2017,Electric,Manual,138922,19.7,2559,Third,5,6.0
Tata,2022,Petrol,Automatic,164472,13.1,2362,Second,6,8.27
Tata,2009,Petrol,Automatic,16953,12.2,1439,First,7,6.73
Toyota,2017,Diesel,Manual,111410,23.6,2953,First,7,12.78
Mahindra,2008,Electric,Automatic,130155,24.5,964,Third,4,5.37
Honda,2006,Diesel,Manual,159607,24.9,1014,Third,7,7.25
Toyota,2020,Diesel,Manual,86029,21.8,1894,First,7,11.26
Maruti,2013,Petrol,Automatic,9055,20.0,889,First,4,4.19
Honda,2013,CNG,Manual,43170,15.2,2595,Second,4,10.18
Toyota,2010,CNG,Manual,104976,12.6,2051,Third,5,11.22
Honda,2015,Diesel,Automatic,33251,11.2,1902,First,7,11.22
Mahindra,2005,Petrol,Manual,140604,20.4,1407,First,5,4.87
Maruti,2008,Electric,Manual,140996,21.8,1148,Third,5,1.93
Mahindra,2017,CNG,Manual,53037,22.4,1045,Second,6,8.29
Maruti,2017,Diesel,Manual,97115,23.7,1071,Second,5,3.49
Hyundai,2017,CNG,Manual,82926,23.2,2830,Second,5,8.53
Toyota,2006,CNG,Manual,75400,25.0,1202,Second,5,7.63
Maruti,2013,Electric,Manual,104525,13.7,2265,First,5,3.13
Mahindra,2012,Petrol,Automatic,106164,21.4,1995,Third,4,5.97
Honda,2011,Electric,Automatic,146774,18.8,1879,Third,7,9.23
Maruti,2008,Petrol,Manual,111732,13.9,2414,First,6,1.52
Toyota,2022,CNG,Manual,20385,24.7,1926,First,4,15.58
Maruti,2007,Diesel,Automatic,14336,23.5,1083,First,6,3.36
Tata,2010,Electric,Automatic,70421,11.9,1316,Third,6,4.84
Honda,2016,Petrol,Automatic,167297,10.4,2101,Third,4,7.23
Toyota,2016,CNG,Automatic,41021,20.3,1411,Third,5,12.39
Toyota,2012,Petrol,Automatic,139854,19.1,1549,Second,4,9.31
Hyundai,2005,Petrol,Manual,122369,24.0,2092,First,6,2.17
Mahindra,2008,Petrol,Automatic,54111,13.5,2656,First,6,7.89
Hyundai,2015,CNG,Automatic,94402,11.3,1199,First,5,4.57
Toyota,2007,Diesel,Automatic,124774,13.9,2326,Third,4,8.43
Honda,2017,Diesel,Manual,47719,10.3,2824,First,7,12.7
Maruti,2021,Diesel,Manual,185109,10.5,2933,First,6,4.12
Maruti,2014,Petrol,Manual,130695,23.7,1119,Second,4,2.39
Honda,2016,CNG,Manual,139585,15.3,1855,Third,5,8.93
Toyota,2019,Petrol,Manual,149407,16.2,1135,First,5,11.42
Maruti,2014,Diesel,Manual,180212,10.3,2898,Third,7,4.02
Maruti,2018,Diesel,Automatic,109126,14.1,973,Third,6,5.15
Maruti,2017,CNG,Manual,82658,22.1,2441,Third,7,6.69
Mahindra,2009,Petrol,Manual,170912,19.2,1300,Second,7,4.49
Mahindra,2010,Electric,Automatic,36007,21.3,2923,Third,7,8.87
Tata,2006,Electric,Manual,193019,16.7,2656,Third,7,1.8
Hyundai,2021,Diesel,Automatic,111833,14.6,2696,Third,5,7.38
Honda,2008,CNG,Automatic,123637,17.2,2463,First,6,7.59
Honda,2018,Petrol,Manual,125721,14.8,2518,Second,7,10.28
Honda,2014,Petrol,Automatic,98220,22.6,2578,First,6,9.68
Tata,2007,Diesel,Automatic,31393,14.5,1496,Second,5,3.97
Mahindra,2007,Diesel,Automatic,62480,19.9,1531,Second,5,5.23
Toyota,2019,Petrol,Automatic,122243,12.1,1894,Third,4,12.31
Toyota,2010,Petrol,Manual,93290,20.3,1451,Third,4,9.88
Tata,2021,Diesel,Automatic,109263,23.7,1894,First,6,9.11
Toyota,2016,Petrol,Manual,145179,19.1,845,Second,4,9.81
Honda,2015,Electric,Automatic,10993,18.4,1870,Third,7,11.79
Hyundai,2008,Diesel,Automatic,98650,24.4,2245,Third,6,4.97
Maruti,2010,Petrol,Automatic,122595,19.4,2996,Third,5,2.89
Mahindra,2005,Diesel,Manual,57066,13.9,1255,Third,5,5.23
Mahindra,2020,CNG,Manual,116850,14.4,2462,First,7,8.94
Tata,2019,Diesel,Manual,47942,20.6,1765,First,4,9.95
Mahindra,2021,Diesel,Automatic,21138,21.0,2820,Third,6,10.93
Honda,2012,CNG,Automatic,123558,14.6,1668,Third,6,7.62
Toyota,2016,Electric,Automatic,180599,15.2,2328,Third,7,10.97
Honda,2014,Petrol,Automatic,14190,24.9,1800,Third,4,9.45
Tata,2019,CNG,Manual,97259,11.5,1573,Third,6,7.4
Honda,2013,Diesel,Automatic,83422,16.1,1926,Second,7,9.9
Toyota,2006,Petrol,Manual,191770,10.9,1860,Second,6,6.57
Hyundai,2009,CNG,Automatic,87315,22.3,2477,Second,5,3.45
Tata,2010,Petrol,Manual,34086,11.4,2343,Second,6,6.6
Hyundai,2011,Petrol,Manual,153394,20.1,1196,Third,6,3.51
Maruti,2005,CNG,Automatic,130604,10.8,906,Second,6,1.44
Hyundai,2011,Petrol,Automatic,105814,20.1,1753,Second,4,4.23
Maruti,2016,Electric,Manual,124324,22.6,2648,First,4,2.44
Maruti,2020,CNG,Automatic,133921,16.0,1733,Second,7,5.28
Hyundai,2020,Electric,Automatic,8435,17.8,1087,Second,4,7.8
Tata,2015,Diesel,Manual,106505,16.0,1505,Third,6,5.48
Toyota,2008,Petrol,Manual,58331,14.5,2843,Second,6,10.21
Honda,2017,Diesel,Manual,165014,22.0,2284,Second,4,8.87
Honda,2011,Diesel,Manual,195707,14.1,1014,Third,4,4.79
Toyota,2008,Petrol,Automatic,165131,20.8,2104,Second,6,8.22
Maruti,2019,CNG,Manual,193629,13.1,2777,Third,6,5.88
Maruti,2023,Petrol,Manual,118457,13.7,2282,Second,5,5.26
Tata,2013,Diesel,Manual,57389,15.0,2624,First,7,9.65
Mahindra,2015,Diesel,Automatic,58014,18.8,1143,First,4,8.96
Hyundai,2012,CNG,Manual,168898,16.8,993,Second,7,2.42
Maruti,2005,Petrol,Automatic,35297,21.2,957,First,6,1.24
Honda,2012,Diesel,Manual,48890,13.2,1264,Third,7,8.83
Tata,2017,Electric,Manual,26322,10.2,2951,Second,4,10.23
Hyundai,2008,Diesel,Automatic,40739,21.6,2881,Third,4,5.91
Tata,2012,Diesel,Manual,145791,22.3,2549,First,7,3.3
Hyundai,2007,CNG,Manual,84553,10.9,1391,Third,4,5.56
Hyundai,2013,Electric,Automatic,13314,19.2,2988,First,5,5.71
Toyota,2006,Diesel,Manual,98831,15.7,1854,First,6,8.28
Maruti,2006,Diesel,Manual,80164,21.9,1683,First,6,-1.02
Tata,2017,Electric,Manual,112658,23.1,862,Third,4,6.27
Tata,2019,Petrol,Manual,82028,22.8,1910,First,6,8.13
Toyota,2016,Petrol,Automatic,41113,21.7,1103,Second,5,11.85
Honda,2008,Diesel,Manual,122174,14.0,1884,First,4,7.77
Honda,2012,Diesel,Automatic,151429,22.2,1195,Second,5,7.28
Maruti,2013,Petrol,Manual,25365,18.0,1133,Second,5,4.84
Maruti,2009,CNG,Automatic,44029,10.8,1210,Second,6,1.55
Mahindra,2022,Electric,Manual,6737,16.9,1265,Second,6,12.05
Toyota,2015,Electric,Automatic,136042,24.1,879,Third,7,9.35
Honda,2019,CNG,Manual,90474,23.3,1900,Second,5,11.04
Hyundai,2013,CNG,Automatic,83218,11.5,2777,First,6,6.23
Tata,2021,CNG,Automatic,163571,21.2,1532,Second,5,6.75
Maruti,2016,CNG,Manual,133692,22.1,2617,First,7,4.11
Tata,2011,CNG,Automatic,182229,14.1,2363,Third,5,3.39
Tata,2014,CNG,Manual,192319,17.1,2184,Second,4,6.2
Mahindra,2014,Electric,Manual,133411,20.7,2924,First,7,9.1
Honda,2017,CNG,Manual,177106,16.6,1987,Third,7,9.25
Maruti,2023,Petrol,Manual,5294,11.7,1998,Third,5,8.15
Tata,2015,CNG,Manual,29596,20.6,2411,First,5,8.73
Maruti,2017,CNG,Automatic,103185,23.7,921,Second,6,4.85
Hyundai,2012,Electric,Manual,16434,19.8,984,Third,4,6.22
Mahindra,2012,Electric,Manual,63382,21.6,831,First,7,8.59
Hyundai,2008,CNG,Manual,43098,15.4,1797,Second,7,4.13
Maruti,2019,Electric,Manual,9655,12.7,2786,Third,7,8.22
Maruti,2015,Diesel,Manual,88029,19.6,1368,First,6,5.02
Honda,2015,Electric,Manual,51228,14.9,2195,Third,4,10.31
Tata,2005,Electric,Automatic,8771,22.9,2479,Third,7,5.32
Tata,2021,Electric,Automatic,79099,11.8,1629,First,7,9.3
Hyundai,2019,Electric,Manual,125811,16.5,2419,Third,6,5.38
Mahindra,2010,Petrol,Automatic,192871,16.0,1879,First,5,3.33
Toyota,2019,Petrol,Manual,67257,24.1,1590,Second,7,14.3
Tata,2013,Petrol,Manual,22558,12.3,1793,First,4,9.23
Honda,2018,CNG,Manual,63436,10.1,877,Second,4,9.65
Hyundai,2022,CNG,Manual,112779,13.6,907,Third,4,5.14
Hyundai,2021,Diesel,Manual,129891,22.3,2096,First,4,6.23
Toyota,2022,Petrol,Automatic,37376,13.1,2862,First,6,16.89
Honda,2009,CNG,Automatic,82924,13.6,1169,First,7,7.57
Mahindra,2013,Electric,Automatic,34332,11.9,2804,First,6,10.05
Honda,2015,Electric,Automatic,136001,20.7,2503,Second,4,10.11
Mahindra,2005,Petrol,Manual,51737,11.0,1240,Second,4,6.13
Honda,2022,Diesel,Automatic,135912,15.0,1026,Third,4,12.2
Honda,2010,Diesel,Manual,94031,14.2,1422,Third,6,7.54
Maruti,2006,Electric,Automatic,188024,18.3,1824,Third,4,-0.6
Hyundai,2019,Diesel,Automatic,25991,21.0,2376,Third,7,8.81
Honda,2018,Petrol,Automatic,32472,18.0,2443,First,4,12.66
Toyota,2009,Electric,Automatic,64946,24.0,1984,Second,7,9.27
Honda,2010,CNG,Manual,162921,24.3,960,Second,7,5.04
Tata,2010,CNG,Automatic,6541,15.4,1670,Second,4,5.71
Hyundai,2022,Diesel,Automatic,134237,21.7,2545,Second,6,8.18
Tata,2018,Electric,Manual,7765,21.1,1974,Third,5,9.0
Hyundai,2014,Electric,Manual,48074,23.4,1243,First,5,6.2
Tata,2018,CNG,Automatic,107795,16.7,2590,Second,7,8.4
Honda,2017,Electric,Manual,165355,18.0,2294,First,6,8.65
Honda,2007,Electric,Manual,106387,16.2,1262,First,5,6.03
Maruti,2010,Electric,Manual,136841,22.8,1272,First,4,1.41
Toyota,2012,Diesel,Automatic,153878,13.4,879,First,4,8.8
Tata,2016,Electric,Manual,7972,13.6,1862,Second,7,9.62
Mahindra,2017,Petrol,Automatic,154328,15.6,1039,Second,6,6.89
Maruti,2015,Diesel,Automatic,108903,13.5,1356,Second,6,2.56
Tata,2016,Electric,Automatic,154725,18.4,1389,Third,5,5.93
Tata,2005,Electric,Automatic,108579,12.0,2160,Second,5,5.48
Maruti,2021,Petrol,Manual,44339,14.8,2684,Third,4,5.68
Honda,2020,Diesel,Automatic,161829,23.7,2775,Third,7,10.18
Tata,2015,CNG,Manual,108376,16.1,2103,Third,6,7.61
Honda,2017,CNG,Automatic,47399,21.2,1939,Second,5,11.92
Maruti,2022,Diesel,Manual,49013,11.7,2739,Second,5,8.42
Honda,2015,Electric,Automatic,150778,13.7,1134,Second,7,7.96
Hyundai,2016,Electric,Manual,174303,22.1,1111,Third,7,2.09
Mahindra,2010,CNG,Automatic,32909,21.4,1876,Third,4,10.01
Tata,2013,CNG,Automatic,193644,15.8,833,First,7,4.78
Toyota,2020,CNG,Manual,199839,24.3,2641,Third,4,11.59
Mahindra,2008,Petrol,Automatic,162541,23.7,1185,Third,4,3.76
Honda,2007,CNG,Automatic,137385,24.4,1048,Second,7,5.7
Tata,2020,Petrol,Automatic,143919,16.4,1934,First,7,7.9
Honda,2016,Diesel,Manual,186294,13.0,2233,First,7,8.61
Hyundai,2015,Electric,Automatic,146002,19.4,2002,First,7,4.67
Maruti,2009,CNG,Automatic,8285,20.3,1593,Second,7,5.42
Tata,2022,Electric,Manual,128637,11.9,1651,First,4,9.27
Hyundai,2023,Electric,Manual,40863,21.8,1175,First,5,7.35
Hyundai,2010,CNG,Manual,152776,10.3,1523,Second,6,2.74
Tata,2022,CNG,Manual,154777,17.2,2410,First,6,7.91
Honda,2010,Diesel,Manual,136627,15.0,2713,Third,4,8.74
Toyota,2008,Petrol,Automatic,26323,21.1,1001,Third,4,10.11
Hyundai,2016,Petrol,Automatic,75968,14.7,2742,Third,5,9.94
Mahindra,2023,Electric,Automatic,58915,22.4,2131,Third,7,12.36
Hyundai,2006,CNG,Manual,114543,18.9,1292,Third,4,1.91
Toyota,2021,Diesel,Automatic,146691,21.9,1137,Third,6,13.62
Honda,2015,Diesel,Manual,113500,24.8,2768,Third,7,10.65
Honda,2015,Diesel,Manual,195346,20.2,2665,Third,4,7.21
Mahindra,2020,Diesel,Automatic,157297,24.8,1591,Third,7,8.5
Hyundai,2006,Diesel,Manual,116266,10.4,2316,Second,6,3.44
Honda,2006,Petrol,Manual,31739,15.1,2822,Second,7,9.91
Toyota,2012,Petrol,Automatic,183780,11.6,1741,Third,4,9.82
Tata,2017,Petrol,Manual,133041,13.9,2922,Second,4,7.93
Maruti,2014,CNG,Manual,58019,22.6,858,Second,6,3.81
Maruti,2012,Electric,Automatic,12373,10.5,2862,Third,5,4.24
Maruti,2008,Diesel,Manual,171353,17.8,2054,Third,5,2.14
Hyundai,2019,CNG,Manual,25187,18.5,2177,Second,7,8.13
Mahindra,2005,Diesel,Automatic,72863,18.4,834,Third,4,4.23
Honda,2015,Petrol,Automatic,102927,17.1,961,Third,4,11.84
Tata,2011,CNG,Automatic,89085,21.9,1694,Third,6,7.55
Toyota,2021,Petrol,Automatic,122996,12.0,1270,Third,6,11.91
Tata,2022,Diesel,Manual,44220,14.7,2246,Second,4,8.63
Toyota,2016,Diesel,Manual,135503,19.2,1147,First,6,9.79
Hyundai,2013,Electric,Automatic,12642,20.4,1493,Second,5,7.92
Maruti,2009,Diesel,Manual,84971,16.1,1734,First,5,2.56
Hyundai,2014,Petrol,Manual,60556,23.1,1712,First,7,4.51
Mahindra,2008,Diesel,Automatic,169832,16.2,946,First,6,5.04
Mahindra,2009,Electric,Automatic,43192,16.0,2511,Second,7,8.14
Toyota,2014,Electric,Manual,140453,10.5,1474,Second,6,9.42
Honda,2015,Petrol,Automatic,155630,18.3,2239,Second,6,8.61
Honda,2014,CNG,Automatic,35782,20.6,2317,Second,5,12.64
Toyota,2012,Diesel,Automatic,9782,11.7,2079,Second,4,13.11
Mahindra,2006,Electric,Manual,190784,14.6,1485,First,6,2.19
Mahindra,2012,Diesel,Automatic,155534,21.7,1926,Second,6,6.9
Mahindra,2020,Diesel,Manual,65030,15.5,920,First,6,10.04
Hyundai,2009,CNG,Manual,61411,13.6,841,Second,4,3.22
Mahindra,2007,Electric,Manual,191278,20.1,828,Second,7,3.07
Tata,2016,Diesel,Automatic,102469,13.0,1765,Third,7,6.3
Maruti,2017,Electric,Automatic,51950,23.4,2715,First,6,5.57
Mahindra,2017,Petrol,Automatic,138595,11.6,2800,Second,6,9.36
Toyota,2014,Petrol,Automatic,196998,20.6,2861,Second,7,9.77
Maruti,2008,Diesel,Automatic,145749,17.5,1719,Second,7,1.41
Hyundai,2013,Electric,Manual,151161,23.0,1617,Third,5,2.89
Toyota,2006,Diesel,Manual,140653,11.9,2308,First,6,9.04
Maruti,2023,Electric,Manual,147979,20.2,2012,Second,7,6.86
Toyota,2005,Electric,Automatic,141681,18.6,1671,Second,5,7.5
Hyundai,2011,CNG,Manual,187225,17.2,1094,Second,4,2.45
Tata,2021,CNG,Manual,55539,17.4,1663,Third,6,10.08
Hyundai,2007,CNG,Automatic,180215,20.8,1837,Second,7,0.96
Hyundai,2007,Diesel,Automatic,27936,24.1,1394,First,6,4.72
Toyota,2007,CNG,Manual,55182,11.4,1982,First,5,7.81
Honda,2021,CNG,Manual,116259,10.3,2317,First,7,9.16
Mahindra,2011,Petrol,Automatic,100042,22.1,2152,First,4,7.19
Mahindra,2018,Electric,Automatic,18163,11.6,1413,Second,4,11.3
Tata,2021,Electric,Automatic,195830,24.8,2672,Third,5,7.44
Tata,2022,CNG,Automatic,182129,19.3,2403,Third,4,8.63
Mahindra,2017,Electric,Manual,148609,19.8,2383,Third,4,7.33
Honda,2022,Petrol,Manual,27419,13.0,2392,Second,4,14.85
Mahindra,2008,Petrol,Automatic,178650,13.6,1955,Third,4,6.52
Honda,2005,CNG,Manual,126211,19.9,1264,First,4,5.29
Tata,2022,Petrol,Manual,127762,23.6,2279,Second,4,9.64
Maruti,2005,Electric,Automatic,5834,24.7,2090,Third,4,3.08
Toyota,2017,Diesel,Manual,37214,13.0,1367,First,7,13.39
Tata,2014,Electric,Manual,7413,12.0,837,First,4,9.35
Tata,2015,Diesel,Manual,14505,10.8,1044,Second,7,8.37
Hyundai,2013,CNG,Automatic,107802,23.0,820,Second,6,4.66
Hyundai,2013,Diesel,Automatic,138177,14.4,1933,Third,5,2.92
Hyundai,2009,Petrol,Manual,133303,10.0,2429,Third,4,4.21
Toyota,2005,Electric,Automatic,119897,13.4,1193,Third,5,9.17
Hyundai,2021,Diesel,Automatic,63408,15.1,2233,Second,4,7.39
Honda,2006,Electric,Automatic,173751,24.9,1786,Third,7,5.43
Mahindra,2017,CNG,Manual,121908,17.9,2471,Third,4,9.82
Maruti,2013,CNG,Manual,84731,13.1,2855,First,6,4.94
Tata,2008,Petrol,Automatic,70131,15.0,2710,First,5,4.81
Honda,2009,CNG,Manual,69280,15.0,1089,First,5,8.35
Maruti,2015,Diesel,Manual,20762,10.3,2586,Third,6,5.82
Honda,2023,CNG,Manual,122798,12.0,1711,Second,7,10.84
Honda,2007,Petrol,Manual,121854,20.4,1160,First,7,7.95
Tata,2016,Electric,Manual,63703,11.8,2422,Second,6,8.47
Mahindra,2023,Electric,Automatic,68079,13.5,1018,Third,5,11.84
Hyundai,2023,CNG,Manual,26577,15.3,2815,Third,4,8.95
Toyota,2017,Diesel,Manual,6214,21.4,2840,First,7,15.34
Mahindra,2011,Petrol,Manual,91339,18.7,2844,Second,4,9.31
Toyota,2019,Diesel,Automatic,53114,20.3,1631,First,5,13.2
Tata,2011,Petrol,Automatic,68230,18.5,2593,Third,4,6.51
Tata,2012,CNG,Automatic,169052,20.3,2591,Second,6,3.99
Tata,2009,Petrol,Manual,72194,10.0,2043,First,7,5.02
Maruti,2018,Petrol,Automatic,117333,24.0,1394,Third,7,3.72
Toyota,2008,CNG,Automatic,42792,11.7,2954,First,6,10.43
Mahindra,2014,Diesel,Automatic,50807,16.1,1380,Second,6,8.02
Mahindra,2019,CNG,Automatic,130266,21.6,2547,Second,7,9.79
Honda,2022,Petrol,Manual,158373,16.5,2855,Second,7,11.99
Honda,2017,CNG,Automatic,141213,24.2,880,Second,7,10.07
Honda,2012,Petrol,Automatic,109292,17.0,2955,Second,5,9.02
Tata,2013,CNG,Manual,127984,23.1,2144,First,5,6.08
Mahindra,2020,Electric,Manual,18777,22.2,2402,First,5,11.63
Toyota,2023,Electric,Automatic,43346,24.7,1145,First,4,13.96
Tata,2020,CNG,Manual,59703,23.9,2686,First,5,9.64
Maruti,2011,Diesel,Automatic,99977,23.5,1354,Third,7,2.19
Honda,2018,Petrol,Manual,52819,21.0,1101,Third,5,11.47
Tata,2018,Electric,Manual,164541,15.5,999,First,7,5.58
Tata,2008,Diesel,Automatic,139917,11.6,1862,Third,6,5.32
Maruti,2019,Petrol,Manual,115186,20.3,1106,Third,4,2.58
Hyundai,2007,Electric,Automatic,28290,24.7,2456,Second,4,6.05
Mahindra,2009,Electric,Manual,117551,20.9,2671,First,6,6.62
Toyota,2005,CNG,Automatic,166771,23.9,2646,Third,7,7.59
Hyundai,2007,Petrol,Manual,180324,22.1,2564,Third,4,2.04
Honda,2019,Diesel,Manual,103682,12.4,1075,First,5,11.19
Tata,2012,Diesel,Manual,139365,13.7,1975,Second,7,4.51
Maruti,2008,Diesel,Manual,123017,15.1,2201,First,4,1.04
Maruti,2006,Petrol,Manual,124496,12.5,1437,Second,6,0.96
Mahindra,2014,Diesel,Automatic,62089,18.7,2575,Third,7,7.82
Hyundai,2008,Diesel,Manual,152680,24.6,1729,Second,4,2.2
Mahindra,2007,Diesel,Automatic,133713,21.4,2680,Second,6,5.27
Tata,2006,CNG,Automatic,21619,16.4,982,First,7,4.14
Mahindra,2021,CNG,Automatic,83006,10.1,2644,Third,5,9.62
Toyota,2017,Petrol,Manual,19779,14.7,871,First,7,13.67
Maruti,2009,Petrol,Automatic,187112,17.9,2476,First,5,1.1
Maruti,2013,Diesel,Manual,192397,14.9,2095,Third,7,1.06
Honda,2010,CNG,Automatic,26630,11.7,1843,First,6,9.78
Honda,2009,Electric,Automatic,110575,16.6,1614,First,5,6.69
Tata,2014,Electric,Automatic,120436,13.8,2326,Second,5,6.12
Toyota,2012,Diesel,Automatic,148250,23.6,2994,First,7,10.33
Hyundai,2011,Diesel,Automatic,156007,11.5,1109,Third,4,2.63
Mahindra,2011,CNG,Manual,183330,10.7,2861,First,5,6.81
Tata,2010,CNG,Automatic,27784,10.1,931,Second,7,4.38
Honda,2007,CNG,Automatic,199794,14.9,2677,First,6,6.64
Mahindra,2023,Petrol,Manual,159099,19.9,1539,First,7,7.72
Honda,2019,Petrol,Manual,193925,21.0,1594,First,7,9.53
Mahindra,2008,Diesel,Manual,117167,16.8,1057,Second,5,5.19
Hyundai,2016,Petrol,Automatic,72359,20.3,2057,Third,4,7.59
Tata,2010,CNG,Automatic,83608,15.4,2651,Third,6,5.77
Mahindra,2023,CNG,Automatic,20111,20.0,1774,Second,5,13.2
Toyota,2008,Petrol,Automatic,168384,10.6,1847,Second,5,6.84
Maruti,2019,Electric,Automatic,29161,15.9,1070,First,5,6.08
Toyota,2013,Diesel,Automatic,123920,21.9,1918,Third,6,8.42
Toyota,2009,Electric,Manual,109823,22.0,941,Second,4,9.64
Maruti,2017,Diesel,Manual,130014,20.7,1701,Third,6,5.59
Toyota,2022,Electric,Automatic,135466,13.1,1073,First,6,11.55
Mahindra,2009,Petrol,Automatic,72313,13.7,1264,Second,4,6.89
Mahindra,2020,Diesel,Automatic,186446,24.9,2031,Third,6,8.84
Mahindra,2023,Diesel,Automatic,160086,11.6,2119,Third,7,8.34
Maruti,2018,Diesel,Automatic,85308,12.7,1087,First,6,3.81
Toyota,2020,CNG,Manual,51389,12.0,1675,Second,5,13.0
Maruti,2019,CNG,Manual,154233,14.9,2792,Third,6,7.26
Mahindra,2008,Electric,Automatic,112800,13.2,1920,First,5,7.23
Toyota,2011,Petrol,Manual,143562,17.5,2014,Third,6,9.32
Toyota,2020,CNG,Automatic,124547,17.1,1246,First,5,12.78
Honda,2012,Diesel,Automatic,29502,23.5,1521,Third,5,10.44
Honda,2021,CNG,Automatic,40757,10.5,2963,Third,5,14.45
Hyundai,2020,Petrol,Manual,46111,14.8,2151,First,4,7.25
Tata,2014,CNG,Manual,103273,18.9,1206,Second,6,7.47
Honda,2014,Diesel,Automatic,63645,19.1,2525,First,6,10.18
Maruti,2006,Electric,Manual,115218,17.2,1493,Second,7,-0.03
Honda,2013,Diesel,Manual,64055,22.2,1294,Third,7,10.24
Hyundai,2021,Petrol,Automatic,124815,10.9,1747,Third,7,7.05
Toyota,2015,Electric,Manual,145070,22.2,822,First,6,9.78
Hyundai,2014,CNG,Manual,164978,17.4,1928,First,4,4.78
Toyota,2021,CNG,Automatic,106026,12.0,2498,Second,5,12.52
Toyota,2008,CNG,Automatic,75192,23.3,1357,Second,6,11.33
Tata,2020,Electric,Manual,186549,19.7,2416,Second,4,6.7
Honda,2019,Diesel,Automatic,172973,12.5,1740,First,4,9.54
Maruti,2009,Electric,Manual,57021,10.5,2045,Third,6,5.06
Maruti,2010,Electric,Automatic,34092,12.1,2456,First,5,3.57
Mahindra,2021,Petrol,Automatic,137314,19.1,877,Third,4,9.78
Toyota,2005,Electric,Automatic,111843,12.7,2145,First,6,8.26
Maruti,2023,CNG,Automatic,137903,13.4,1606,First,5,4.58
Tata,2008,Diesel,Manual,55721,10.4,1841,Second,7,5.37
Toyota,2021,Diesel,Automatic,33511,20.8,1567,Third,4,14.95
Tata,2013,Diesel,Automatic,77782,22.2,1253,First,4,7.36
Maruti,2006,CNG,Automatic,102003,22.0,2247,First,6,1.78
Maruti,2012,CNG,Manual,154374,11.9,2299,Third,6,0.75
Mahindra,2019,CNG,Manual,60568,23.5,1850,First,5,11.1
Maruti,2011,CNG,Automatic,139304,20.1,2688,Third,7,2.52
Toyota,2010,CNG,Automatic,107062,23.5,1162,Second,7,8.19
Toyota,2005,Electric,Automatic,109301,16.7,1324,Second,6,8.22
Toyota,2019,CNG,Automatic,56507,16.6,2017,Third,6,14.82
Mahindra,2011,CNG,Automatic,129277,21.8,2285,Second,5,7.05
Mahindra,2021,CNG,Automatic,134999,11.4,2903,Third,6,11.35
Maruti,2006,CNG,Manual,105128,17.8,2053,First,5,1.8
Hyundai,2013,Diesel,Automatic,15683,22.5,2655,First,5,7.69
Hyundai,2013,CNG,Automatic,28664,22.5,1521,Third,7,5.74
Mahindra,2017,Electric,Automatic,107364,24.3,2783,First,5,10.5
Maruti,2010,Electric,Automatic,169244,20.5,2007,Second,7,2.13
Hyundai,2010,Electric,Automatic,69340,13.1,2248,First,7,5.7
Maruti,2007,Petrol,Automatic,92236,10.3,2198,First,7,1.7
Maruti,2021,Diesel,Manual,16017,17.2,2888,Third,6,9.28
Maruti,2021,CNG,Manual,41613,17.7,2307,Second,7,7.7
Honda,2016,Petrol,Manual,35348,13.6,1803,First,5,10.56
Toyota,2020,CNG,Manual,152520,11.9,1725,First,6,11.45
Maruti,2019,Petrol,Manual,14491,18.8,1655,Third,5,6.2
Honda,2017,Petrol,Manual,126070,21.5,883,Third,6,7.3
Mahindra,2005,Electric,Automatic,63759,24.9,2893,Second,5,8.04
Hyundai,2021,Electric,Automatic,180625,21.4,2342,First,4,9.16
Toyota,2007,Petrol,Automatic,137040,21.9,1785,Third,4,9.5
Hyundai,2019,Electric,Automatic,5368,19.2,2668,Third,4,9.39
